AUTHOR	COLLABORATOR	UUIDS	MATCHSCORE	ACTUAL_COLLABORATOR	RUNNING_SCORE
Polosan M	van Gerven JM	d424e3b3-c49e-3b41-b6f6-0541ac17f1a3	0.749447849176318	0	0.5
Polosan M	Schnider A	4fe7906f-c83a-3d79-8140-91e1eb774395	0.74948200610672	0	0.5
Polosan M	Hagerman RJ	8352b4f0-e665-3034-a293-f0c97dc91344	0.753058134487932	0	0.5
Polosan M	Mizuhara H	3db58f88-df87-3864-bbaa-9916301f43f0	0.753149495460564	0	0.5
Polosan M	Stingl JC	3aca2931-b2e0-3dc9-a86b-e74990d50382	0.753374169763911	0	0.5
Polosan M	Lyytinen H	05d6c947-70bf-3f02-8010-21433d92e789	0.753893927070174	0	0.5
Polosan M	Chung SC	42b71cb1-5b22-3dff-9b9a-5126026fd1b3	0.75469115914297	0	0.5
Polosan M	Platel H	b01cabe4-81eb-3621-8cb4-6b18a8791ff5	0.754797209207004	0	0.5
Polosan M	Vidnyanszky Z	668197fc-1838-3119-b54e-4505c0f39536	0.755045021708245	0	0.5
Polosan M	Varley R	ebdc50b0-4544-3d7c-833a-269dca18e008	0.755301819466181	0	0.5
Polosan M	Klaver P	1c93be0b-867a-3397-9b3a-e834a396d989	0.755851406415721	0	0.5
Polosan M	Payne H	45bbc0b1-2004-37ba-ae20-8b79e2391d72	0.756264177644217	0	0.5
Polosan M	McClain R	b5d89fa4-1188-3e50-ac4c-7eaabf0fa17e	0.756334375686208	0	0.5
Polosan M	Evans AC	32b16715-13cb-351e-a52a-c70221f4d203	0.756638797171612	0	0.5
Polosan M	Gotlib IH	aadb6216-cec3-333c-948c-1e274d08c23d	0.757153572902666	0	0.5
Polosan M	Byne W	50540b6b-0a3a-3020-b8f8-95651facfb99	0.757550722842231	0	0.5
Polosan M	Fernandez-Ruiz J	3c624f93-2bf7-3ad9-86fb-cf337477b1d9	0.758279047476113	0	0.5
Polosan M	Michie PT	d2f983a8-2055-3238-ac39-30b7872d6dfd	0.758483150650659	0	0.5
Polosan M	Henke K	91299a1a-547f-328d-941b-c842a33b0165	0.760533015111824	0	0.5
Polosan M	Bauer H	9a53377b-532e-3d51-a2c2-1fe667477714	0.76144853088651	0	0.5
Polosan M	Gulliford K	43b1bcd9-ea07-3c34-9cb9-dc94ba978c73	0.761960154940098	0	0.5
Polosan M	Grewen KM	f24d47cf-2bf7-38d9-ad0c-e6bb5f7250c6	0.762463030027974	0	0.5
Polosan M	Kirschbaum C	70154101-1265-36b9-93c2-8bf942ba4175	0.762596202468693	0	0.5
Polosan M	Li SJ	4b2bb5da-0b82-3248-821f-579a32daa830	0.762840372737356	0	0.5
Polosan M	Kessler RM	923d0b43-fef0-3860-9fc4-24eb6ad44601	0.766029323004063	0	0.5
Polosan M	McAvoy MP	94ff7032-4448-389c-82c1-f15aea203292	0.766632670291489	0	0.5
Polosan M	Akitsuki Y	481f47ad-d1a5-3fc2-8ae6-3c1a95d2d12b	0.76846342923541	0	0.5
